"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"SoortRegio_2";"Codering_3";"EenOfMeerLangdurigeAandoeningen_16";"BeperktVanwegeGezondheid_17";"ErnstigBeperktVanwegeGezondheid_18";"LangdurigeZiekteEnBeperkt_19"
"312704";"80200";"MW00000";"GM0613    ";"2020JJ00";"Gemeente  ";"GM0613              ";"    45.6";"    46.2";"     7.1";"    43.3"
"312707";"80200";"MW00000";"WK061301  ";"2020JJ00";"Wijk      ";"WK061301            ";"    42.9";"    42.2";"     5.5";"    40.1"
"312710";"80200";"MW00000";"BU06130101";"2020JJ00";"Buurt     ";"BU06130101          ";"    43.3";"    41.7";"     5.3";"    39.8"
"312713";"80200";"MW00000";"BU06130102";"2020JJ00";"Buurt     ";"BU06130102          ";"    50.1";"    55.7";"     8.9";"    52.9"
"312716";"80200";"MW00000";"BU06130103";"2020JJ00";"Buurt     ";"BU06130103          ";"    37.5";"    36.4";"     4.1";"    34.0"
"312719";"80200";"MW00000";"BU06130104";"2020JJ00";"Buurt     ";"BU06130104          ";"    35.9";"    36.0";"     4.2";"    32.8"
"312722";"80200";"MW00000";"WK061302  ";"2020JJ00";"Wijk      ";"WK061302            ";"    44.0";"    43.0";"     6.5";"    40.1"
"312725";"80200";"MW00000";"BU06130205";"2020JJ00";"Buurt     ";"BU06130205          ";"    44.3";"    43.3";"     6.5";"    40.3"
"312728";"80200";"MW00000";"BU06130207";"2020JJ00";"Buurt     ";"BU06130207          ";"       .";"       .";"       .";"       ."
"312731";"80200";"MW00000";"WK061303  ";"2020JJ00";"Wijk      ";"WK061303            ";"    46.8";"    47.2";"     7.3";"    44.6"
"312734";"80200";"MW00000";"BU06130308";"2020JJ00";"Buurt     ";"BU06130308          ";"    47.9";"    49.5";"     7.6";"    48.6"
"312737";"80200";"MW00000";"BU06130309";"2020JJ00";"Buurt     ";"BU06130309          ";"    45.6";"    45.7";"     6.5";"    42.6"
"312740";"80200";"MW00000";"BU06130310";"2020JJ00";"Buurt     ";"BU06130310          ";"    48.8";"    52.1";"     8.9";"    50.1"
"312743";"80200";"MW00000";"BU06130311";"2020JJ00";"Buurt     ";"BU06130311          ";"    46.1";"    44.0";"     6.7";"    40.5"
"312746";"80200";"MW00000";"BU06130312";"2020JJ00";"Buurt     ";"BU06130312          ";"    43.6";"    40.7";"     5.9";"    37.1"
"312749";"80200";"MW00000";"BU06130313";"2020JJ00";"Buurt     ";"BU06130313          ";"    39.6";"    41.4";"     4.6";"    38.9"
"312752";"80200";"MW00000";"WK061304  ";"2020JJ00";"Wijk      ";"WK061304            ";"    45.0";"    47.7";"     7.3";"    44.3"
"312755";"80200";"MW00000";"BU06130414";"2020JJ00";"Buurt     ";"BU06130414          ";"    44.5";"    43.5";"     5.7";"    40.7"
"312758";"80200";"MW00000";"BU06130415";"2020JJ00";"Buurt     ";"BU06130415          ";"    45.2";"    50.0";"     9.0";"    46.4"
"312761";"80200";"MW00000";"BU06130416";"2020JJ00";"Buurt     ";"BU06130416          ";"    36.2";"    34.6";"     3.0";"    32.1"
"312764";"80200";"MW00000";"BU06130417";"2020JJ00";"Buurt     ";"BU06130417          ";"    47.0";"    53.5";"     8.6";"    49.6"
"312767";"80200";"MW00000";"BU06130418";"2020JJ00";"Buurt     ";"BU06130418          ";"    47.8";"    50.4";"     8.5";"    47.1"
"312770";"80200";"MW00000";"BU06130419";"2020JJ00";"Buurt     ";"BU06130419          ";"    43.6";"    46.0";"     6.5";"    42.2"
"312773";"80200";"MW00000";"BU06130420";"2020JJ00";"Buurt     ";"BU06130420          ";"    40.5";"    40.0";"     4.3";"    37.8"
"312776";"80200";"MW00000";"WK061305  ";"2020JJ00";"Wijk      ";"WK061305            ";"    41.0";"    42.3";"     4.8";"    37.2"
"312779";"80200";"MW00000";"BU06130521";"2020JJ00";"Buurt     ";"BU06130521          ";"       .";"       .";"       .";"       ."
"312782";"80200";"MW00000";"BU06130522";"2020JJ00";"Buurt     ";"BU06130522          ";"    42.1";"    42.6";"     4.5";"    37.3"
"312785";"80200";"MW00000";"WK061306  ";"2020JJ00";"Wijk      ";"WK061306            ";"    47.0";"    45.0";"     7.4";"    42.5"
"312788";"80200";"MW00000";"BU06130623";"2020JJ00";"Buurt     ";"BU06130623          ";"    49.5";"    47.5";"     8.8";"    44.9"
"312791";"80200";"MW00000";"BU06130624";"2020JJ00";"Buurt     ";"BU06130624          ";"    46.1";"    46.3";"     7.5";"    43.9"
"312794";"80200";"MW00000";"BU06130625";"2020JJ00";"Buurt     ";"BU06130625          ";"       .";"       .";"       .";"       ."
"312797";"80200";"MW00000";"BU06130626";"2020JJ00";"Buurt     ";"BU06130626          ";"    46.9";"    44.3";"     7.1";"    41.7"
"312800";"80200";"MW00000";"WK061307  ";"2020JJ00";"Wijk      ";"WK061307            ";"       .";"       .";"       .";"       ."
"312803";"80200";"MW00000";"BU06130706";"2020JJ00";"Buurt     ";"BU06130706          ";"       .";"       .";"       .";"       ."
"312806";"80200";"MW00000";"GM0361    ";"2020JJ00";"Gemeente  ";"GM0361              ";"    48.4";"    47.5";"     7.4";"    44.6"
"312809";"80200";"MW00000";"WK036101  ";"2020JJ00";"Wijk      ";"WK036101            ";"    47.4";"    47.7";"     7.7";"    44.8"
"312812";"80200";"MW00000";"BU03610100";"2020JJ00";"Buurt     ";"BU03610100          ";"    51.7";"    55.3";"    10.1";"    51.5"
"312815";"80200";"MW00000";"BU03610101";"2020JJ00";"Buurt     ";"BU03610101          ";"    50.3";"    55.3";"    10.0";"    51.8"
"312818";"80200";"MW00000";"BU03610102";"2020JJ00";"Buurt     ";"BU03610102          ";"    48.9";"    51.5";"     9.2";"    48.7"
"312821";"80200";"MW00000";"BU03610103";"2020JJ00";"Buurt     ";"BU03610103          ";"    52.2";"    55.1";"    10.2";"    51.5"
"312824";"80200";"MW00000";"BU03610104";"2020JJ00";"Buurt     ";"BU03610104          ";"    47.8";"    46.3";"     7.3";"    43.9"
"312827";"80200";"MW00000";"BU03610105";"2020JJ00";"Buurt     ";"BU03610105          ";"    45.0";"    42.8";"     6.5";"    40.9"
"312830";"80200";"MW00000";"BU03610106";"2020JJ00";"Buurt     ";"BU03610106          ";"    41.6";"    38.9";"     5.0";"    36.4"
"312833";"80200";"MW00000";"BU03610107";"2020JJ00";"Buurt     ";"BU03610107          ";"    45.8";"    43.2";"     6.5";"    40.2"
"312836";"80200";"MW00000";"BU03610108";"2020JJ00";"Buurt     ";"BU03610108          ";"    47.5";"    44.6";"     6.2";"    41.8"
"312839";"80200";"MW00000";"BU03610109";"2020JJ00";"Buurt     ";"BU03610109          ";"    43.5";"    42.8";"     5.7";"    39.8"
"312842";"80200";"MW00000";"WK036102  ";"2020JJ00";"Wijk      ";"WK036102            ";"    47.7";"    47.4";"     7.4";"    44.0"
"312845";"80200";"MW00000";"BU03610200";"2020JJ00";"Buurt     ";"BU03610200          ";"    46.8";"    44.1";"     6.2";"    40.6"
"312848";"80200";"MW00000";"BU03610201";"2020JJ00";"Buurt     ";"BU03610201          ";"    46.0";"    48.9";"     7.6";"    45.4"
"312851";"80200";"MW00000";"BU03610202";"2020JJ00";"Buurt     ";"BU03610202          ";"    45.4";"    46.0";"     6.8";"    42.8"
"312854";"80200";"MW00000";"BU03610203";"2020JJ00";"Buurt     ";"BU03610203          ";"    47.5";"    46.9";"     7.7";"    43.3"
"312857";"80200";"MW00000";"BU03610204";"2020JJ00";"Buurt     ";"BU03610204          ";"    55.9";"    58.2";"    11.2";"    54.2"
"312860";"80200";"MW00000";"BU03610205";"2020JJ00";"Buurt     ";"BU03610205          ";"    47.6";"    47.1";"     7.1";"    43.8"
"312863";"80200";"MW00000";"BU03610206";"2020JJ00";"Buurt     ";"BU03610206          ";"    50.0";"    45.7";"     6.8";"    43.0"
"312866";"80200";"MW00000";"BU03610208";"2020JJ00";"Buurt     ";"BU03610208          ";"    43.7";"    37.2";"     4.6";"    34.8"
"312869";"80200";"MW00000";"BU03610209";"2020JJ00";"Buurt     ";"BU03610209          ";"       .";"       .";"       .";"       ."
"312872";"80200";"MW00000";"WK036103  ";"2020JJ00";"Wijk      ";"WK036103            ";"    51.0";"    52.9";"     9.7";"    49.1"
"312875";"80200";"MW00000";"BU03610300";"2020JJ00";"Buurt     ";"BU03610300          ";"    50.1";"    51.7";"     9.2";"    48.0"
"312878";"80200";"MW00000";"BU03610301";"2020JJ00";"Buurt     ";"BU03610301          ";"    46.5";"    48.4";"     7.5";"    44.5"
"312881";"80200";"MW00000";"BU03610302";"2020JJ00";"Buurt     ";"BU03610302          ";"    56.5";"    59.3";"    12.1";"    55.2"
"312884";"80200";"MW00000";"BU03610303";"2020JJ00";"Buurt     ";"BU03610303          ";"    48.4";"    49.8";"     9.1";"    46.4"
"312887";"80200";"MW00000";"BU03610308";"2020JJ00";"Buurt     ";"BU03610308          ";"       .";"       .";"       .";"       ."
"312890";"80200";"MW00000";"BU03610309";"2020JJ00";"Buurt     ";"BU03610309          ";"    42.2";"    42.0";"     5.7";"    38.9"
"312893";"80200";"MW00000";"WK036104  ";"2020JJ00";"Wijk      ";"WK036104            ";"    49.0";"    49.4";"     7.8";"    46.2"
"312896";"80200";"MW00000";"BU03610400";"2020JJ00";"Buurt     ";"BU03610400          ";"    51.4";"    55.6";"     9.9";"    51.9"
"312899";"80200";"MW00000";"BU03610401";"2020JJ00";"Buurt     ";"BU03610401          ";"    49.8";"    49.8";"     7.6";"    46.4"
"312902";"80200";"MW00000";"BU03610402";"2020JJ00";"Buurt     ";"BU03610402          ";"    47.1";"    44.4";"     6.4";"    41.4"
"312905";"80200";"MW00000";"BU03610403";"2020JJ00";"Buurt     ";"BU03610403          ";"    46.7";"    44.2";"     6.4";"    41.4"
"312908";"80200";"MW00000";"BU03610404";"2020JJ00";"Buurt     ";"BU03610404          ";"    46.7";"    44.0";"     6.1";"    42.0"
"312911";"80200";"MW00000";"BU03610409";"2020JJ00";"Buurt     ";"BU03610409          ";"    38.1";"    38.1";"     4.5";"    35.1"
"312914";"80200";"MW00000";"WK036105  ";"2020JJ00";"Wijk      ";"WK036105            ";"    51.7";"    50.4";"     8.4";"    47.5"
"312917";"80200";"MW00000";"BU03610500";"2020JJ00";"Buurt     ";"BU03610500          ";"    53.7";"    53.3";"     9.4";"    50.0"
"312920";"80200";"MW00000";"BU03610501";"2020JJ00";"Buurt     ";"BU03610501          ";"    57.4";"    61.0";"    12.1";"    58.1"
"312923";"80200";"MW00000";"BU03610502";"2020JJ00";"Buurt     ";"BU03610502          ";"    47.5";"    42.4";"     5.7";"    40.0"
"312926";"80200";"MW00000";"BU03610503";"2020JJ00";"Buurt     ";"BU03610503          ";"    49.5";"    47.8";"     7.2";"    45.1"
"312929";"80200";"MW00000";"WK036106  ";"2020JJ00";"Wijk      ";"WK036106            ";"    50.9";"    47.5";"     7.0";"    45.3"
"312932";"80200";"MW00000";"BU03610600";"2020JJ00";"Buurt     ";"BU03610600          ";"    49.5";"    44.8";"     6.3";"    43.5"
"312935";"80200";"MW00000";"BU03610601";"2020JJ00";"Buurt     ";"BU03610601          ";"    50.7";"    47.6";"     6.9";"    45.1"
"312938";"80200";"MW00000";"BU03610602";"2020JJ00";"Buurt     ";"BU03610602          ";"    49.6";"    45.2";"     6.4";"    42.7"
"312941";"80200";"MW00000";"BU03610603";"2020JJ00";"Buurt     ";"BU03610603          ";"    50.5";"    46.0";"     6.2";"    44.1"
"312944";"80200";"MW00000";"BU03610604";"2020JJ00";"Buurt     ";"BU03610604          ";"    54.8";"    55.0";"     9.7";"    52.1"
"312947";"80200";"MW00000";"WK036107  ";"2020JJ00";"Wijk      ";"WK036107            ";"    49.9";"    46.8";"     7.0";"    44.2"
"312950";"80200";"MW00000";"BU03610700";"2020JJ00";"Buurt     ";"BU03610700          ";"    48.2";"    43.5";"     6.2";"    41.3"
"312953";"80200";"MW00000";"BU03610701";"2020JJ00";"Buurt     ";"BU03610701          ";"    54.6";"    51.1";"     8.4";"    48.4"
"312956";"80200";"MW00000";"BU03610702";"2020JJ00";"Buurt     ";"BU03610702          ";"    47.2";"    45.1";"     6.1";"    42.3"
"312959";"80200";"MW00000";"BU03610703";"2020JJ00";"Buurt     ";"BU03610703          ";"    51.6";"    49.1";"     8.1";"    46.2"
"312962";"80200";"MW00000";"BU03610704";"2020JJ00";"Buurt     ";"BU03610704          ";"    47.1";"    44.1";"     5.7";"    41.7"
"312965";"80200";"MW00000";"BU03610709";"2020JJ00";"Buurt     ";"BU03610709          ";"       .";"       .";"       .";"       ."
"312968";"80200";"MW00000";"WK036108  ";"2020JJ00";"Wijk      ";"WK036108            ";"    47.6";"    44.9";"     6.9";"    42.0"
"312971";"80200";"MW00000";"BU03610800";"2020JJ00";"Buurt     ";"BU03610800          ";"    48.1";"    45.7";"     7.4";"    42.9"
"312974";"80200";"MW00000";"BU03610801";"2020JJ00";"Buurt     ";"BU03610801          ";"    47.8";"    44.3";"     6.6";"    41.5"
"312977";"80200";"MW00000";"BU03610802";"2020JJ00";"Buurt     ";"BU03610802          ";"    48.1";"    45.8";"     7.3";"    42.3"
"312980";"80200";"MW00000";"BU03610803";"2020JJ00";"Buurt     ";"BU03610803          ";"    45.9";"    43.6";"     6.5";"    40.8"
"312983";"80200";"MW00000";"WK036109  ";"2020JJ00";"Wijk      ";"WK036109            ";"    41.0";"    43.1";"     6.3";"    39.4"
"312986";"80200";"MW00000";"BU03610900";"2020JJ00";"Buurt     ";"BU03610900          ";"    39.8";"    41.2";"     5.4";"    37.6"
"312989";"80200";"MW00000";"BU03610901";"2020JJ00";"Buurt     ";"BU03610901          ";"    32.0";"    38.1";"     3.6";"    35.7"
"312992";"80200";"MW00000";"BU03610902";"2020JJ00";"Buurt     ";"BU03610902          ";"    41.4";"    43.4";"     6.6";"    39.1"
"312995";"80200";"MW00000";"BU03610903";"2020JJ00";"Buurt     ";"BU03610903          ";"    42.4";"    44.9";"     7.4";"    41.2"
"312998";"80200";"MW00000";"BU03610904";"2020JJ00";"Buurt     ";"BU03610904          ";"    38.5";"    44.4";"     6.2";"    41.0"
"313001";"80200";"MW00000";"BU03610905";"2020JJ00";"Buurt     ";"BU03610905          ";"    42.3";"    42.7";"     5.4";"    39.8"
"313004";"80200";"MW00000";"BU03610906";"2020JJ00";"Buurt     ";"BU03610906          ";"    41.2";"    40.5";"     5.1";"    37.4"
"313007";"80200";"MW00000";"WK036110  ";"2020JJ00";"Wijk      ";"WK036110            ";"    42.9";"    43.5";"     6.7";"    40.7"
"313010";"80200";"MW00000";"BU03611000";"2020JJ00";"Buurt     ";"BU03611000          ";"    38.2";"    36.8";"     4.4";"    33.6"
"313013";"80200";"MW00000";"BU03611001";"2020JJ00";"Buurt     ";"BU03611001          ";"    43.5";"    42.8";"     6.2";"    39.8"
"313016";"80200";"MW00000";"BU03611002";"2020JJ00";"Buurt     ";"BU03611002          ";"    42.6";"    45.9";"     8.6";"    42.4"
"313019";"80200";"MW00000";"BU03611003";"2020JJ00";"Buurt     ";"BU03611003          ";"    43.4";"    44.0";"     6.6";"    41.4"
"313022";"80200";"MW00000";"BU03611004";"2020JJ00";"Buurt     ";"BU03611004          ";"    39.8";"    38.2";"     4.4";"    35.3"
"313025";"80200";"MW00000";"BU03611005";"2020JJ00";"Buurt     ";"BU03611005          ";"    38.8";"    40.3";"     4.9";"    36.3"
"313028";"80200";"MW00000";"BU03611006";"2020JJ00";"Buurt     ";"BU03611006          ";"    41.1";"    40.3";"     6.8";"    37.3"
"313031";"80200";"MW00000";"WK036111  ";"2020JJ00";"Wijk      ";"WK036111            ";"    48.8";"    43.6";"     5.7";"    42.0"
"313034";"80200";"MW00000";"BU03611100";"2020JJ00";"Buurt     ";"BU03611100          ";"    48.7";"    44.2";"     5.8";"    42.7"
"313037";"80200";"MW00000";"BU03611101";"2020JJ00";"Buurt     ";"BU03611101          ";"    49.2";"    32.8";"     3.3";"    30.8"
"313040";"80200";"MW00000";"GM0141    ";"2020JJ00";"Gemeente  ";"GM0141              ";"    47.5";"    51.6";"    10.3";"    49.4"
"313043";"80200";"MW00000";"WK014110  ";"2020JJ00";"Wijk      ";"WK014110            ";"    48.6";"    53.6";"    11.2";"    51.6"
"313046";"80200";"MW00000";"BU01411000";"2020JJ00";"Buurt     ";"BU01411000          ";"    49.0";"    55.1";"    11.0";"    53.2"
"313049";"80200";"MW00000";"BU01411001";"2020JJ00";"Buurt     ";"BU01411001          ";"    45.9";"    48.0";"     9.9";"    46.5"
"313052";"80200";"MW00000";"BU01411002";"2020JJ00";"Buurt     ";"BU01411002          ";"    51.8";"    59.1";"    13.3";"    56.5"
"313055";"80200";"MW00000";"BU01411003";"2020JJ00";"Buurt     ";"BU01411003          ";"    49.6";"    55.4";"    12.7";"    53.2"
"313058";"80200";"MW00000";"WK014111  ";"2020JJ00";"Wijk      ";"WK014111            ";"    51.1";"    54.8";"    11.7";"    52.9"
"313061";"80200";"MW00000";"BU01411100";"2020JJ00";"Buurt     ";"BU01411100          ";"    50.1";"    52.5";"    10.2";"    51.5"
"313064";"80200";"MW00000";"BU01411101";"2020JJ00";"Buurt     ";"BU01411101          ";"    53.8";"    57.7";"    14.3";"    56.3"
"313067";"80200";"MW00000";"BU01411102";"2020JJ00";"Buurt     ";"BU01411102          ";"    49.1";"    55.1";"    10.0";"    53.3"
"313070";"80200";"MW00000";"BU01411103";"2020JJ00";"Buurt     ";"BU01411103          ";"    53.0";"    56.2";"    13.2";"    54.7"
"313073";"80200";"MW00000";"BU01411104";"2020JJ00";"Buurt     ";"BU01411104          ";"    48.4";"    49.1";"    10.0";"    44.1"
"313076";"80200";"MW00000";"BU01411105";"2020JJ00";"Buurt     ";"BU01411105          ";"    54.3";"    62.5";"    15.3";"    58.8"
"313079";"80200";"MW00000";"BU01411106";"2020JJ00";"Buurt     ";"BU01411106          ";"    48.9";"    48.2";"     9.7";"    46.6"
"313082";"80200";"MW00000";"BU01411109";"2020JJ00";"Buurt     ";"BU01411109          ";"    43.8";"    47.7";"     6.4";"    46.8"
"313085";"80200";"MW00000";"WK014112  ";"2020JJ00";"Wijk      ";"WK014112            ";"    44.4";"    48.8";"     9.1";"    46.7"
"313088";"80200";"MW00000";"BU01411200";"2020JJ00";"Buurt     ";"BU01411200          ";"    43.6";"    46.4";"     9.3";"    44.3"
"313091";"80200";"MW00000";"BU01411201";"2020JJ00";"Buurt     ";"BU01411201          ";"    45.8";"    50.8";"     9.9";"    48.7"
"313094";"80200";"MW00000";"BU01411202";"2020JJ00";"Buurt     ";"BU01411202          ";"    43.1";"    48.6";"     8.8";"    46.2"
"313097";"80200";"MW00000";"BU01411209";"2020JJ00";"Buurt     ";"BU01411209          ";"    43.5";"    46.5";"     7.8";"    44.4"
"313100";"80200";"MW00000";"WK014113  ";"2020JJ00";"Wijk      ";"WK014113            ";"    47.5";"    51.0";"    10.0";"    48.5"
"313103";"80200";"MW00000";"BU01411300";"2020JJ00";"Buurt     ";"BU01411300          ";"    50.6";"    55.0";"    11.1";"    52.1"
"313106";"80200";"MW00000";"BU01411301";"2020JJ00";"Buurt     ";"BU01411301          ";"    41.6";"    42.0";"     6.3";"    40.4"
"313109";"80200";"MW00000";"BU01411302";"2020JJ00";"Buurt     ";"BU01411302          ";"    49.4";"    55.2";"    13.1";"    53.3"
"313112";"80200";"MW00000";"BU01411303";"2020JJ00";"Buurt     ";"BU01411303          ";"    52.2";"    56.7";"    12.5";"    54.1"
"313115";"80200";"MW00000";"BU01411309";"2020JJ00";"Buurt     ";"BU01411309          ";"    40.6";"    44.9";"     8.0";"    41.8"
"313118";"80200";"MW00000";"WK014114  ";"2020JJ00";"Wijk      ";"WK014114            ";"    48.4";"    53.9";"    11.6";"    50.9"
"313121";"80200";"MW00000";"BU01411400";"2020JJ00";"Buurt     ";"BU01411400          ";"    50.4";"    53.4";"    12.3";"    50.8"
"313124";"80200";"MW00000";"BU01411401";"2020JJ00";"Buurt     ";"BU01411401          ";"    44.4";"    44.8";"     6.2";"    42.2"
"313127";"80200";"MW00000";"BU01411402";"2020JJ00";"Buurt     ";"BU01411402          ";"    57.0";"    63.0";"    20.1";"    58.5"
"313130";"80200";"MW00000";"BU01411403";"2020JJ00";"Buurt     ";"BU01411403          ";"    51.1";"    57.1";"    13.1";"    54.4"
"313133";"80200";"MW00000";"BU01411404";"2020JJ00";"Buurt     ";"BU01411404          ";"    43.0";"    45.8";"     6.9";"    43.3"
"313136";"80200";"MW00000";"BU01411405";"2020JJ00";"Buurt     ";"BU01411405          ";"    48.8";"    55.6";"    12.8";"    51.4"
"313139";"80200";"MW00000";"BU01411406";"2020JJ00";"Buurt     ";"BU01411406          ";"    48.5";"    56.2";"    12.2";"    53.4"
"313142";"80200";"MW00000";"BU01411409";"2020JJ00";"Buurt     ";"BU01411409          ";"    41.1";"    44.3";"     7.7";"    42.4"
"313145";"80200";"MW00000";"WK014115  ";"2020JJ00";"Wijk      ";"WK014115            ";"    52.7";"    59.3";"    14.4";"    56.2"
"313148";"80200";"MW00000";"BU01411500";"2020JJ00";"Buurt     ";"BU01411500          ";"    51.7";"    58.1";"    13.5";"    54.8"
"313151";"80200";"MW00000";"BU01411501";"2020JJ00";"Buurt     ";"BU01411501          ";"    55.4";"    56.6";"    13.2";"    54.6"
"313154";"80200";"MW00000";"BU01411502";"2020JJ00";"Buurt     ";"BU01411502          ";"    51.9";"    59.3";"    14.3";"    56.1"
"313157";"80200";"MW00000";"BU01411503";"2020JJ00";"Buurt     ";"BU01411503          ";"    52.1";"    62.8";"    16.5";"    59.1"
